Red Player wins: 19 | Yellow Player Wins: 89 | Round Count: 108
Red Player wins: 19 | Yellow Player Wins: 90 | Round Count: 109
Red Player wins: 19 | Yellow Player Wins: 91 | Round Count: 110
Red Player wins: 19 | Yellow Player Wins: 92 | Round Count: 111
Red Player wins: 19 | Yellow Player Wins: 93 | Round Count: 112
Red Player wins: 19 | Yellow Player Wins: 94 | Round Count: 113
Red Player wins: 20 | Yellow Player Wins: 94 | Round Count: 114
Red Player wins: 20 | Yellow Player Wins: 95 | Round Count: 115
Red Player wins: 20 | Yellow Player Wins: 96 | Round Count: 116
Red Player wins: 20 | Yellow Player Wins: 97 | Round Count: 117
Red Player wins: 20 | Yellow Player Wins: 98 | Round Count: 118
Red Player wins: 20 | Yellow Player Wins: 99 | Round Count: 119
Red Player wins: 20 | Yellow Player Wins: 100 | Round Count: 120
Red Player wins: 20 | Yellow Player Wins: 101 | Round Count: 121
Red Player wins: 20 | Yellow Player Wins: 102 | Round Count: 122
Red Player wins: 21 | Yellow Player Wins: 102 | Round Count: 123
Red Player wins: 22 | Yellow Player Wins: 102 | Round Count: 124
Red Player wins: 22 | Yellow Player Wins: 103 | Round Count: 125
Red Player wins: 22 | Yellow Player Wins: 104 | Round Count: 126
Red Player wins: 22 | Yellow Player Wins: 105 | Round Count: 127
Red Player wins: 22 | Yellow Player Wins: 106 | Round Count: 128
Red Player wins: 22 | Yellow Player Wins: 107 | Round Count: 129
Red Player wins: 22 | Yellow Player Wins: 108 | Round Count: 130
Red Player wins: 22 | Yellow Player Wins: 109 | Round Count: 131
Red Player wins: 22 | Yellow Player Wins: 110 | Round Count: 132
Red Player wins: 23 | Yellow Player Wins: 110 | Round Count: 133
Red Player wins: 23 | Yellow Player Wins: 111 | Round Count: 134
Red Player wins: 23 | Yellow Player Wins: 112 | Round Count: 135
Red Player wins: 23 | Yellow Player Wins: 113 | Round Count: 136
Red Player wins: 23 | Yellow Player Wins: 114 | Round Count: 137
Red Player wins: 23 | Yellow Player Wins: 115 | Round Count: 138
Red Player wins: 23 | Yellow Player Wins: 116 | Round Count: 139
Red Player wins: 23 | Yellow Player Wins: 117 | Round Count: 140
Red Player wins: 23 | Yellow Player Wins: 118 | Round Count: 141
Red Player wins: 23 | Yellow Player Wins: 119 | Round Count: 142
Red Player wins: 23 | Yellow Player Wins: 120 | Round Count: 143
Red Player wins: 23 | Yellow Player Wins: 121 | Round Count: 144
Red Player wins: 23 | Yellow Player Wins: 122 | Round Count: 145
Red Player wins: 23 | Yellow Player Wins: 123 | Round Count: 146
Red Player wins: 23 | Yellow Player Wins: 124 | Round Count: 147
Red Player wins: 23 | Yellow Player Wins: 125 | Round Count: 148
Red Player wins: 23 | Yellow Player Wins: 126 | Round Count: 149
Red Player wins: 23 | Yellow Player Wins: 127 | Round Count: 150
Red Player wins: 23 | Yellow Player Wins: 128 | Round Count: 151
Red Player wins: 24 | Yellow Player Wins: 128 | Round Count: 152
Red Player wins: 24 | Yellow Player Wins: 129 | Round Count: 153
Red Player wins: 24 | Yellow Player Wins: 130 | Round Count: 154
Red Player wins: 24 | Yellow Player Wins: 131 | Round Count: 155
Red Player wins: 24 | Yellow Player Wins: 132 | Round Count: 156
Red Player wins: 24 | Yellow Player Wins: 133 | Round Count: 157
Red Player wins: 24 | Yellow Player Wins: 134 | Round Count: 158
Red Player wins: 24 | Yellow Player Wins: 135 | Round Count: 159
Red Player wins: 24 | Yellow Player Wins: 136 | Round Count: 160
Red Player wins: 24 | Yellow Player Wins: 137 | Round Count: 161
Red Player wins: 24 | Yellow Player Wins: 138 | Round Count: 162
Red Player wins: 25 | Yellow Player Wins: 138 | Round Count: 163
Red Player wins: 25 | Yellow Player Wins: 139 | Round Count: 164
Red Player wins: 25 | Yellow Player Wins: 140 | Round Count: 165
Red Player wins: 25 | Yellow Player Wins: 141 | Round Count: 166
Red Player wins: 25 | Yellow Player Wins: 142 | Round Count: 167
Red Player wins: 25 | Yellow Player Wins: 143 | Round Count: 168
Red Player wins: 25 | Yellow Player Wins: 144 | Round Count: 169
Red Player wins: 25 | Yellow Player Wins: 145 | Round Count: 170
Red Player wins: 25 | Yellow Player Wins: 146 | Round Count: 171
Red Player wins: 25 | Yellow Player Wins: 147 | Round Count: 172
Red Player wins: 25 | Yellow Player Wins: 148 | Round Count: 173
Red Player wins: 25 | Yellow Player Wins: 149 | Round Count: 174
Red Player wins: 25 | Yellow Player Wins: 150 | Round Count: 175
Red Player wins: 25 | Yellow Player Wins: 151 | Round Count: 176
Red Player wins: 26 | Yellow Player Wins: 151 | Round Count: 177
Red Player wins: 26 | Yellow Player Wins: 152 | Round Count: 178
Red Player wins: 26 | Yellow Player Wins: 153 | Round Count: 179
Red Player wins: 26 | Yellow Player Wins: 154 | Round Count: 180
Red Player wins: 26 | Yellow Player Wins: 155 | Round Count: 181
Red Player wins: 26 | Yellow Player Wins: 156 | Round Count: 182
Red Player wins: 27 | Yellow Player Wins: 156 | Round Count: 183
Red Player wins: 28 | Yellow Player Wins: 156 | Round Count: 184
Red Player wins: 28 | Yellow Player Wins: 157 | Round Count: 185
Red Player wins: 28 | Yellow Player Wins: 158 | Round Count: 186
Red Player wins: 28 | Yellow Player Wins: 159 | Round Count: 187
Red Player wins: 28 | Yellow Player Wins: 160 | Round Count: 188
Red Player wins: 29 | Yellow Player Wins: 160 | Round Count: 189
Red Player wins: 29 | Yellow Player Wins: 161 | Round Count: 190
Red Player wins: 29 | Yellow Player Wins: 162 | Round Count: 191
Red Player wins: 29 | Yellow Player Wins: 163 | Round Count: 192
Red Player wins: 29 | Yellow Player Wins: 164 | Round Count: 193
Red Player wins: 29 | Yellow Player Wins: 165 | Round Count: 194
Red Player wins: 29 | Yellow Player Wins: 166 | Round Count: 195
Red Player wins: 29 | Yellow Player Wins: 167 | Round Count: 196
Red Player wins: 29 | Yellow Player Wins: 168 | Round Count: 197
Red Player wins: 29 | Yellow Player Wins: 169 | Round Count: 198
Red Player wins: 29 | Yellow Player Wins: 170 | Round Count: 199
Red Player wins: 29 | Yellow Player Wins: 171 | Round Count: 200
Red Player wins: 29 | Yellow Player Wins: 172 | Round Count: 201
Red Player wins: 29 | Yellow Player Wins: 173 | Round Count: 202
Red Player wins: 30 | Yellow Player Wins: 173 | Round Count: 203
Red Player wins: 30 | Yellow Player Wins: 174 | Round Count: 204
Red Player wins: 30 | Yellow Player Wins: 175 | Round Count: 205
Red Player wins: 30 | Yellow Player Wins: 176 | Round Count: 206
Red Player wins: 30 | Yellow Player Wins: 177 | Round Count: 207
Red Player wins: 30 | Yellow Player Wins: 178 | Round Count: 208
Red Player wins: 30 | Yellow Player Wins: 179 | Round Count: 209
Red Player wins: 30 | Yellow Player Wins: 180 | Round Count: 210
Red Player wins: 30 | Yellow Player Wins: 181 | Round Count: 211
Red Player wins: 30 | Yellow Player Wins: 182 | Round Count: 212
Red Player wins: 30 | Yellow Player Wins: 183 | Round Count: 213
Red Player wins: 30 | Yellow Player Wins: 184 | Round Count: 214
Red Player wins: 30 | Yellow Player Wins: 185 | Round Count: 215
Red Player wins: 30 | Yellow Player Wins: 186 | Round Count: 216
Red Player wins: 30 | Yellow Player Wins: 187 | Round Count: 217
Red Player wins: 30 | Yellow Player Wins: 188 | Round Count: 218
Red Player wins: 31 | Yellow Player Wins: 188 | Round Count: 219
Red Player wins: 31 | Yellow Player Wins: 189 | Round Count: 220
Red Player wins: 31 | Yellow Player Wins: 190 | Round Count: 221
Red Player wins: 31 | Yellow Player Wins: 191 | Round Count: 222
Red Player wins: 32 | Yellow Player Wins: 191 | Round Count: 223
Red Player wins: 33 | Yellow Player Wins: 191 | Round Count: 224
Red Player wins: 33 | Yellow Player Wins: 192 | Round Count: 225
Red Player wins: 33 | Yellow Player Wins: 193 | Round Count: 226
Red Player wins: 33 | Yellow Player Wins: 194 | Round Count: 227
Red Player wins: 33 | Yellow Player Wins: 195 | Round Count: 228
Red Player wins: 33 | Yellow Player Wins: 196 | Round Count: 229
Red Player wins: 33 | Yellow Player Wins: 197 | Round Count: 230
Red Player wins: 33 | Yellow Player Wins: 198 | Round Count: 231
Red Player wins: 33 | Yellow Player Wins: 199 | Round Count: 232
Red Player wins: 34 | Yellow Player Wins: 199 | Round Count: 233
Red Player wins: 34 | Yellow Player Wins: 200 | Round Count: 234
Red Player wins: 34 | Yellow Player Wins: 201 | Round Count: 235
Red Player wins: 34 | Yellow Player Wins: 202 | Round Count: 236
Red Player wins: 34 | Yellow Player Wins: 203 | Round Count: 237
Red Player wins: 34 | Yellow Player Wins: 204 | Round Count: 238
Red Player wins: 34 | Yellow Player Wins: 205 | Round Count: 239
Red Player wins: 34 | Yellow Player Wins: 206 | Round Count: 240
Red Player wins: 34 | Yellow Player Wins: 207 | Round Count: 241
Red Player wins: 34 | Yellow Player Wins: 208 | Round Count: 242
Red Player wins: 35 | Yellow Player Wins: 208 | Round Count: 243
Red Player wins: 35 | Yellow Player Wins: 209 | Round Count: 244
Red Player wins: 35 | Yellow Player Wins: 210 | Round Count: 245
Red Player wins: 35 | Yellow Player Wins: 211 | Round Count: 246
Red Player wins: 35 | Yellow Player Wins: 212 | Round Count: 247
Red Player wins: 35 | Yellow Player Wins: 213 | Round Count: 248
Red Player wins: 36 | Yellow Player Wins: 213 | Round Count: 249
Red Player wins: 36 | Yellow Player Wins: 214 | Round Count: 250
Red Player wins: 36 | Yellow Player Wins: 215 | Round Count: 251
Red Player wins: 37 | Yellow Player Wins: 215 | Round Count: 252
Red Player wins: 37 | Yellow Player Wins: 216 | Round Count: 253
Red Player wins: 37 | Yellow Player Wins: 217 | Round Count: 254
Red Player wins: 37 | Yellow Player Wins: 218 | Round Count: 255
Red Player wins: 37 | Yellow Player Wins: 219 | Round Count: 256
Red Player wins: 37 | Yellow Player Wins: 220 | Round Count: 257
Red Player wins: 37 | Yellow Player Wins: 221 | Round Count: 258
Red Player wins: 37 | Yellow Player Wins: 222 | Round Count: 259
Red Player wins: 37 | Yellow Player Wins: 223 | Round Count: 260
Red Player wins: 37 | Yellow Player Wins: 224 | Round Count: 261
Red Player wins: 38 | Yellow Player Wins: 224 | Round Count: 262
Red Player wins: 38 | Yellow Player Wins: 225 | Round Count: 263
Red Player wins: 39 | Yellow Player Wins: 225 | Round Count: 264
Red Player wins: 40 | Yellow Player Wins: 225 | Round Count: 265
Red Player wins: 40 | Yellow Player Wins: 226 | Round Count: 266
Red Player wins: 40 | Yellow Player Wins: 227 | Round Count: 267
Red Player wins: 40 | Yellow Player Wins: 228 | Round Count: 268
Red Player wins: 40 | Yellow Player Wins: 229 | Round Count: 269
Red Player wins: 40 | Yellow Player Wins: 230 | Round Count: 270
Red Player wins: 40 | Yellow Player Wins: 231 | Round Count: 271
Red Player wins: 41 | Yellow Player Wins: 231 | Round Count: 272
Red Player wins: 41 | Yellow Player Wins: 232 | Round Count: 273
Red Player wins: 41 | Yellow Player Wins: 233 | Round Count: 274
Red Player wins: 41 | Yellow Player Wins: 234 | Round Count: 275
Red Player wins: 41 | Yellow Player Wins: 235 | Round Count: 276
Red Player wins: 42 | Yellow Player Wins: 235 | Round Count: 277
Red Player wins: 42 | Yellow Player Wins: 236 | Round Count: 278
Red Player wins: 42 | Yellow Player Wins: 237 | Round Count: 279
Red Player wins: 42 | Yellow Player Wins: 238 | Round Count: 280
Red Player wins: 42 | Yellow Player Wins: 239 | Round Count: 281
Red Player wins: 42 | Yellow Player Wins: 240 | Round Count: 282
Red Player wins: 42 | Yellow Player Wins: 241 | Round Count: 283
Red Player wins: 42 | Yellow Player Wins: 242 | Round Count: 284
Red Player wins: 42 | Yellow Player Wins: 243 | Round Count: 285
Red Player wins: 42 | Yellow Player Wins: 244 | Round Count: 286
Red Player wins: 43 | Yellow Player Wins: 244 | Round Count: 287
Red Player wins: 43 | Yellow Player Wins: 245 | Round Count: 288
Red Player wins: 43 | Yellow Player Wins: 246 | Round Count: 289
Red Player wins: 43 | Yellow Player Wins: 247 | Round Count: 290
Red Player wins: 43 | Yellow Player Wins: 248 | Round Count: 291
Red Player wins: 43 | Yellow Player Wins: 249 | Round Count: 292
Red Player wins: 43 | Yellow Player Wins: 250 | Round Count: 293
Red Player wins: 44 | Yellow Player Wins: 250 | Round Count: 294
Red Player wins: 44 | Yellow Player Wins: 251 | Round Count: 295
Red Player wins: 45 | Yellow Player Wins: 251 | Round Count: 296
Red Player wins: 45 | Yellow Player Wins: 252 | Round Count: 297
Red Player wins: 45 | Yellow Player Wins: 253 | Round Count: 298
Red Player wins: 45 | Yellow Player Wins: 254 | Round Count: 299
Red Player wins: 45 | Yellow Player Wins: 255 | Round Count: 300
Red Player wins: 45 | Yellow Player Wins: 256 | Round Count: 301
Red Player wins: 45 | Yellow Player Wins: 257 | Round Count: 302
Red Player wins: 46 | Yellow Player Wins: 257 | Round Count: 303
Red Player wins: 46 | Yellow Player Wins: 258 | Round Count: 304
Red Player wins: 46 | Yellow Player Wins: 259 | Round Count: 305
Red Player wins: 46 | Yellow Player Wins: 260 | Round Count: 306
Red Player wins: 46 | Yellow Player Wins: 261 | Round Count: 307
Red Player wins: 47 | Yellow Player Wins: 261 | Round Count: 308
Red Player wins: 47 | Yellow Player Wins: 262 | Round Count: 309
Red Player wins: 47 | Yellow Player Wins: 263 | Round Count: 310
Red Player wins: 47 | Yellow Player Wins: 264 | Round Count: 311
Red Player wins: 47 | Yellow Player Wins: 265 | Round Count: 312
Red Player wins: 47 | Yellow Player Wins: 266 | Round Count: 313
Red Player wins: 47 | Yellow Player Wins: 267 | Round Count: 314
Red Player wins: 47 | Yellow Player Wins: 268 | Round Count: 315
Red Player wins: 47 | Yellow Player Wins: 269 | Round Count: 316
Red Player wins: 47 | Yellow Player Wins: 270 | Round Count: 317
Red Player wins: 47 | Yellow Player Wins: 271 | Round Count: 318
Red Player wins: 48 | Yellow Player Wins: 271 | Round Count: 319
Red Player wins: 48 | Yellow Player Wins: 272 | Round Count: 320
Red Player wins: 48 | Yellow Player Wins: 273 | Round Count: 321
Red Player wins: 48 | Yellow Player Wins: 274 | Round Count: 322
Red Player wins: 48 | Yellow Player Wins: 275 | Round Count: 323
Red Player wins: 48 | Yellow Player Wins: 276 | Round Count: 324
Red Player wins: 48 | Yellow Player Wins: 277 | Round Count: 325
Red Player wins: 48 | Yellow Player Wins: 278 | Round Count: 326
Red Player wins: 49 | Yellow Player Wins: 278 | Round Count: 327
Red Player wins: 50 | Yellow Player Wins: 278 | Round Count: 328
Red Player wins: 50 | Yellow Player Wins: 279 | Round Count: 329
Red Player wins: 51 | Yellow Player Wins: 279 | Round Count: 330
Red Player wins: 51 | Yellow Player Wins: 280 | Round Count: 331
Red Player wins: 51 | Yellow Player Wins: 281 | Round Count: 332
Red Player wins: 51 | Yellow Player Wins: 282 | Round Count: 333
Red Player wins: 51 | Yellow Player Wins: 283 | Round Count: 334
Red Player wins: 51 | Yellow Player Wins: 284 | Round Count: 335
Red Player wins: 51 | Yellow Player Wins: 285 | Round Count: 336
Red Player wins: 52 | Yellow Player Wins: 285 | Round Count: 337
Red Player wins: 52 | Yellow Player Wins: 286 | Round Count: 338
Red Player wins: 52 | Yellow Player Wins: 287 | Round Count: 339
Red Player wins: 52 | Yellow Player Wins: 288 | Round Count: 340
Red Player wins: 52 | Yellow Player Wins: 289 | Round Count: 341
Red Player wins: 53 | Yellow Player Wins: 289 | Round Count: 342
Red Player wins: 53 | Yellow Player Wins: 290 | Round Count: 343
Red Player wins: 54 | Yellow Player Wins: 290 | Round Count: 344
Red Player wins: 54 | Yellow Player Wins: 291 | Round Count: 345
Red Player wins: 55 | Yellow Player Wins: 291 | Round Count: 346
Red Player wins: 55 | Yellow Player Wins: 292 | Round Count: 347
Red Player wins: 56 | Yellow Player Wins: 292 | Round Count: 348
Red Player wins: 56 | Yellow Player Wins: 293 | Round Count: 349
Red Player wins: 56 | Yellow Player Wins: 294 | Round Count: 350
Red Player wins: 56 | Yellow Player Wins: 295 | Round Count: 351
Red Player wins: 56 | Yellow Player Wins: 296 | Round Count: 352
Red Player wins: 56 | Yellow Player Wins: 297 | Round Count: 353
Red Player wins: 56 | Yellow Player Wins: 298 | Round Count: 354
Red Player wins: 56 | Yellow Player Wins: 299 | Round Count: 355
Red Player wins: 56 | Yellow Player Wins: 300 | Round Count: 356
Red Player wins: 56 | Yellow Player Wins: 301 | Round Count: 357
Red Player wins: 56 | Yellow Player Wins: 302 | Round Count: 358
Red Player wins: 56 | Yellow Player Wins: 303 | Round Count: 359
Red Player wins: 56 | Yellow Player Wins: 304 | Round Count: 360
Red Player wins: 56 | Yellow Player Wins: 305 | Round Count: 361
Red Player wins: 56 | Yellow Player Wins: 306 | Round Count: 362
Red Player wins: 56 | Yellow Player Wins: 307 | Round Count: 363
Red Player wins: 56 | Yellow Player Wins: 308 | Round Count: 364
Red Player wins: 56 | Yellow Player Wins: 309 | Round Count: 365
Red Player wins: 56 | Yellow Player Wins: 310 | Round Count: 366
Red Player wins: 56 | Yellow Player Wins: 311 | Round Count: 367
Red Player wins: 57 | Yellow Player Wins: 311 | Round Count: 368
Red Player wins: 57 | Yellow Player Wins: 312 | Round Count: 369
Red Player wins: 58 | Yellow Player Wins: 312 | Round Count: 370
Red Player wins: 58 | Yellow Player Wins: 313 | Round Count: 371
Red Player wins: 59 | Yellow Player Wins: 313 | Round Count: 372
Red Player wins: 59 | Yellow Player Wins: 314 | Round Count: 373
Red Player wins: 59 | Yellow Player Wins: 315 | Round Count: 374
Red Player wins: 59 | Yellow Player Wins: 316 | Round Count: 375
Red Player wins: 59 | Yellow Player Wins: 317 | Round Count: 376
Red Player wins: 59 | Yellow Player Wins: 318 | Round Count: 377
Red Player wins: 59 | Yellow Player Wins: 319 | Round Count: 378
Red Player wins: 59 | Yellow Player Wins: 320 | Round Count: 379
Red Player wins: 59 | Yellow Player Wins: 321 | Round Count: 380
Red Player wins: 59 | Yellow Player Wins: 322 | Round Count: 381
Red Player wins: 59 | Yellow Player Wins: 323 | Round Count: 382
Red Player wins: 59 | Yellow Player Wins: 324 | Round Count: 383
Red Player wins: 59 | Yellow Player Wins: 325 | Round Count: 384
Red Player wins: 59 | Yellow Player Wins: 326 | Round Count: 385
Red Player wins: 59 | Yellow Player Wins: 327 | Round Count: 386
Red Player wins: 59 | Yellow Player Wins: 328 | Round Count: 387
Red Player wins: 60 | Yellow Player Wins: 328 | Round Count: 388
Red Player wins: 60 | Yellow Player Wins: 329 | Round Count: 389
Red Player wins: 60 | Yellow Player Wins: 330 | Round Count: 390
Red Player wins: 60 | Yellow Player Wins: 331 | Round Count: 391
Red Player wins: 60 | Yellow Player Wins: 332 | Round Count: 392
Red Player wins: 60 | Yellow Player Wins: 333 | Round Count: 393
Red Player wins: 60 | Yellow Player Wins: 334 | Round Count: 394
Red Player wins: 60 | Yellow Player Wins: 335 | Round Count: 395
Red Player wins: 60 | Yellow Player Wins: 336 | Round Count: 396
Red Player wins: 60 | Yellow Player Wins: 337 | Round Count: 397
Red Player wins: 60 | Yellow Player Wins: 338 | Round Count: 398
Red Player wins: 60 | Yellow Player Wins: 339 | Round Count: 399
Red Player wins: 60 | Yellow Player Wins: 340 | Round Count: 400
Red Player wins: 60 | Yellow Player Wins: 341 | Round Count: 401
Red Player wins: 60 | Yellow Player Wins: 342 | Round Count: 402
Red Player wins: 61 | Yellow Player Wins: 342 | Round Count: 403
Red Player wins: 61 | Yellow Player Wins: 343 | Round Count: 404
Red Player wins: 61 | Yellow Player Wins: 344 | Round Count: 405
Red Player wins: 61 | Yellow Player Wins: 345 | Round Count: 406
Red Player wins: 61 | Yellow Player Wins: 346 | Round Count: 407
Red Player wins: 61 | Yellow Player Wins: 347 | Round Count: 408
Red Player wins: 61 | Yellow Player Wins: 348 | Round Count: 409
Red Player wins: 61 | Yellow Player Wins: 349 | Round Count: 410
Red Player wins: 61 | Yellow Player Wins: 350 | Round Count: 411
Red Player wins: 61 | Yellow Player Wins: 351 | Round Count: 412
Red Player wins: 61 | Yellow Player Wins: 352 | Round Count: 413
Red Player wins: 61 | Yellow Player Wins: 353 | Round Count: 414
Red Player wins: 61 | Yellow Player Wins: 354 | Round Count: 415
Red Player wins: 61 | Yellow Player Wins: 355 | Round Count: 416
Red Player wins: 61 | Yellow Player Wins: 356 | Round Count: 417
Red Player wins: 62 | Yellow Player Wins: 356 | Round Count: 418
Red Player wins: 62 | Yellow Player Wins: 357 | Round Count: 419
Red Player wins: 62 | Yellow Player Wins: 358 | Round Count: 420
Red Player wins: 62 | Yellow Player Wins: 359 | Round Count: 421
Red Player wins: 62 | Yellow Player Wins: 360 | Round Count: 422
Red Player wins: 63 | Yellow Player Wins: 360 | Round Count: 423
Red Player wins: 63 | Yellow Player Wins: 361 | Round Count: 424
